title,36.97,37.04,11,11
title,37.11,37.87,13,14
title,38.22,38.43,16,15
title,38.50,40.82,7,8
title,40.96,43.00,9,10
title,43.61,44.28,11,11
title,44.35,44.95,13,14
title,45.00,45.28,16,16
title,45.46,45.67,12,12
title,45.88,48.02,14,13
title,48.20,48.62,16,17
title,48.76,49.69,19,18
title,49.83,50.41,16,16
title,50.99,51.08,11,11
title,51.13,51.59,13,12
title,51.64,52.11,11,11
title,52.57,52.80,9,9
title,52.99,53.27,14,15
title,53.50,53.73,16,16
title,53.96,54.03,14,14
title,54.06,55.15,16,15
title,55.64,56.68,13,14
title,57.17,57.35,11,11
title,57.45,61.16,13,14
title,61.90,62.81,15,15
title,62.88,63.41,17,18
title,63.48,63.83,19,20
title,63.99,64.11,13,13
title,64.23,64.55,16,16
title,64.88,66.04,14,15
title,66.18,66.78,16,17
title,66.87,69.06,18,19
title,69.15,69.43,20,20
title,70.08,72.54,20,20
title,72.82,72.84,18,18
title,73.05,73.63,20,20
title,73.70,75.51,22,22
title,75.84,75.95,28,27
title,75.98,76.00,10,10
title,76.02,76.35,22,23
title,76.49,78.69,24,25
title,79.04,80.02,21,22
title,80.06,80.48,23,23
title,80.53,80.69,21,21
title,80.76,81.01,23,22
title,81.08,81.22,21,21
title,81.59,81.66,20,20
title,81.97,82.18,21,22
title,82.20,83.78,23,22
title,84.06,85.70,21,20
title,87.77,88.31,22,23
title,88.51,88.54,20,20
title,88.65,89.21,22,23
title,91.44,91.49,21,21
title,91.58,92.90,22,23
title,93.02,93.18,27,27
title,93.34,95.34,22,23
title,95.39,96.27,25,25
title,96.55,96.57,23,23
title,96.60,97.25,25,25
title,97.34,98.01,23,24
title,98.22,98.31,25,25
title,98.36,99.43,27,27
title,99.85,100.01,25,26
title,100.03,100.19,27,27
title,100.26,100.59,25,25
title,100.68,101.94,22,23
title,103.89,104.16,28,27
title,104.40,105.65,22,23
title,105.70,106.77,20,21
title,106.81,107.62,22,23
title,107.69,109.55,24,25
title,109.60,118.47,26,25
title,123.99,124.32,11,11
title,124.46,125.36,14,15
title,125.39,125.69,16,16
title,125.76,127.92,7,7
title,127.99,129.78,9,10
title,129.85,130.87,12,12
title,131.24,131.45,10,10
title,131.66,132.33,13,13
title,132.59,132.89,11,12
title,133.10,135.23,14,13
title,135.33,135.88,16,16
title,136.07,137.25,19,19
title,137.56,137.93,16,16
title,138.30,138.46,11,12
title,138.53,138.74,13,13
title,138.81,139.53,11,11
title,140.25,140.41,16,17
title,140.43,140.97,18,18
title,141.36,143.10,15,15
title,144.34,144.40,9,10
title,144.43,144.85,11,11
title,144.94,145.50,16,17
title,145.87,147.08,18,19
title,147.59,149.68,15,16
title,149.72,149.84,17,17
title,149.95,150.07,15,15
title,150.14,150.67,17,18
title,150.74,151.12,19,20
title,151.25,152.39,13,14
title,152.51,153.74,15,16
title,153.86,155.11,17,18
title,155.16,156.67,19,20
title,157.20,157.25,20,20
title,157.29,157.36,18,19
title,157.38,159.78,20,20
title,160.08,160.10,17,17
title,160.31,160.98,20,21
title,161.01,162.93,22,22
title,163.10,163.31,28,27
title,163.42,164.05,23,24
title,164.07,165.67,25,25
title,165.74,166.09,27,27
title,166.44,168.46,22,22
title,169.41,169.55,21,22
title,169.64,171.67,23,22
title,171.92,172.08,22,22
title,172.20,172.36,20,20
title,174.85,174.87,17,17
title,175.03,175.33,22,22
title,176.10,176.61,22,23
title,178.70,178.79,21,21
title,178.89,180.19,23,23
title,180.28,180.33,27,27
title,180.37,182.56,22,23
title,182.60,185.53,24,25
title,185.62,187.57,27,27
title,187.76,187.87,25,25
title,187.94,188.31,22,23
title,188.55,189.15,22,23
title,191.15,191.24,28,27
title,191.29,191.47,20,20
title,191.66,192.05,22,22
title,192.08,192.17,10,10
title,192.26,192.93,23,23
title,193.05,194.07,20,21
title,194.12,194.89,22,23
title,194.95,196.63,24,25
title,196.72,198.11,26,26
title,198.67,199.83,13,13
title,200.99,201.85,15,15
title,202.71,203.41,19,19
title,204.10,206.70,15,16
title,209.95,210.19,14,14
title,210.33,210.88,16,17
title,210.93,211.23,18,18
title,212.46,213.79,24,24
title,213.95,214.32,19,18
title,214.46,215.25,21,21
title,216.04,216.62,14,14
title,217.15,217.62,18,18
title,217.76,218.45,22,23
title,218.82,218.94,23,23
title,219.01,219.54,25,26
title,219.57,219.75,27,27
title,219.89,220.36,24,25
title,220.40,224.17,26,25
title,225.51,225.54,28,28
title,225.56,227.83,22,21
title,228.16,228.55,20,20
title,228.95,230.18,23,22
title,230.48,231.55,21,20
title,233.78,233.80,16,16
title,233.82,233.85,14,14
title,233.87,233.99,16,16
title,234.10,234.73,21,22
title,235.13,235.57,22,22
title,235.87,236.08,24,24
title,237.96,238.21,21,22
title,238.24,239.33,23,23
title,239.54,239.58,27,27
title,239.82,241.65,22,23
title,241.77,242.16,24,25
title,242.18,242.79,26,25
title,243.07,244.81,24,25
title,244.92,246.76,27,27
title,246.83,247.15,25,25
title,247.20,248.06,22,22
title,250.64,252.19,22,23
title,252.26,253.00,20,20
title,253.19,253.26,27,27
title,253.28,253.52,21,21
title,253.65,254.42,23,24
title,254.44,259.41,25,25
