title,1.11,1.14,10,10
title,1.16,1.32,8,8
title,1.49,1.58,10,11
title,1.63,1.79,12,12
title,1.95,1.97,3,3
title,2.00,3.18,6,5
title,4.18,4.30,9,10
title,4.32,4.48,12,11
title,4.55,4.78,10,9
title,4.88,5.29,8,9
title,5.57,7.06,2,2
title,7.94,8.22,6,7
title,8.27,8.45,8,8
title,8.64,8.66,5,5
title,8.68,8.80,2,2
title,8.92,9.01,6,6
title,9.06,9.26,8,7
title,9.66,9.68,1,1
title,10.26,10.66,7,8
title,10.68,10.94,9,10
title,11.15,11.38,7,7
title,11.47,11.80,5,5
title,12.12,14.14,3,2
title,16.11,16.44,9,9
title,16.67,16.86,11,10
title,17.00,18.41,5,4
title,19.27,19.34,10,10
title,19.37,19.53,12,11
title,19.55,19.81,10,9
title,19.92,20.53,8,7
title,20.81,20.94,10,10
title,21.08,21.11,14,14
title,21.13,21.41,12,13
title,21.59,22.87,8,9
title,22.89,23.15,10,9
title,23.22,23.29,8,8
title,23.36,23.99,11,11
title,24.01,24.31,13,13
title,24.43,24.73,11,11
title,24.80,25.36,9,10
title,25.77,26.03,6,6
title,26.19,26.42,12,12
title,26.52,27.31,8,8
title,27.45,31.07,5,6
title,31.11,31.18,8,8
title,31.25,31.35,10,10
title,31.44,32.62,13,14
title,32.79,32.93,5,5
title,32.97,35.06,8,7
title,35.11,35.20,12,12
title,35.29,35.48,15,15
title,35.57,35.74,8,8
title,35.90,36.04,6,6
title,36.08,36.36,8,8
title,36.50,36.71,10,10
title,36.78,36.99,8,9
title,37.06,37.76,10,10
title,38.41,39.03,6,7
title,39.57,39.98,12,13
title,40.26,40.80,17,17
title,40.96,41.70,15,14
title,41.98,44.19,12,11
title,44.30,44.65,10,11
title,44.68,45.42,12,12
title,45.93,46.30,4,4
title,46.39,46.51,10,11
title,46.53,46.72,12,12
title,46.81,46.95,9,10
title,47.00,47.16,12,11
title,47.18,48.44,9,8
title,48.53,49.34,7,7
title,50.16,51.32,10,9
title,51.50,51.57,7,7
title,51.59,52.38,9,9
title,52.52,53.43,7,6
title,53.45,53.50,5,5
title,53.55,56.59,7,8
title,59.07,59.23,11,12
title,59.26,60.44,14,14
title,60.51,60.79,16,17
title,60.93,61.18,19,18
title,61.25,61.46,18,19
title,61.58,62.58,20,19
title,62.74,63.04,11,12
title,63.11,64.13,13,14
title,64.18,64.83,22,23
title,64.88,65.06,24,24
title,65.11,65.88,22,21
title,65.90,66.39,20,21
title,66.41,68.57,22,21
title,68.64,68.78,20,19
title,68.87,69.06,16,17
title,69.15,70.22,18,19
title,70.26,70.50,20,19
title,70.59,70.70,17,16
title,70.77,70.89,19,19
title,71.01,71.17,17,16
title,71.19,71.87,14,14
title,72.35,72.56,10,11
title,72.63,73.44,17,18
title,73.47,73.89,19,18
title,74.03,74.14,12,13
title,74.16,75.26,14,15
title,75.84,75.98,6,6
title,76.12,77.65,12,13
title,77.79,77.86,17,18
title,77.88,78.02,19,19
title,78.20,79.37,19,19
title,80.02,81.36,12,11
title,81.83,82.01,20,21
title,82.06,82.20,22,22
title,82.25,82.73,19,18
title,82.76,82.92,17,18
title,83.03,83.62,19,20
title,83.73,83.87,17,17
title,83.96,83.99,19,19
title,84.15,84.92,19,19
title,84.94,84.96,17,17
title,84.99,85.15,15,14
title,85.26,90.23,13,13
title,90.28,90.79,15,16
title,90.93,92.44,18,19
title,92.51,92.65,13,13
title,92.79,92.97,11,12
title,93.07,94.09,13,12
title,94.23,94.78,22,23
title,94.88,94.90,25,25
title,94.92,95.06,23,24
title,95.16,95.23,21,21
title,95.25,95.36,23,22
title,95.39,97.27,21,22
title,97.66,97.85,19,19
title,97.94,98.06,16,17
title,98.08,98.89,18,19
title,99.01,101.01,21,21
title,101.38,101.40,12,12
title,101.42,101.80,14,14
title,102.07,102.26,25,25
title,102.45,103.89,23,24
title,104.03,104.19,20,21
title,104.30,104.61,20,20
title,104.68,105.42,21,21
title,105.88,106.02,9,10
title,106.12,106.35,13,12
